ticket_id,created_at,customer_id,department,city,state,device_type,os,browser,network_type,historical_tickets,sla_hours,resolution_time_hours,title,description,image_path,image_width,image_height,category,priority,status,assigned_team,has_attachment,sentiment_score,num_words,num_images,latitude,longitude,target_category
4198,2025-02-19T13:26:00,8220,TI,São Paulo,RS,Desktop,Windows,Chrome,WiFi,30,12,31,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04198.jpg,1280,480,Rede,Média,Em andamento,N2,0,-0.056,6,0,-25.833945,-48.774522,Rede
4199,2025-02-19T13:43:00,4633,Operações,Campinas,PR,Mobile,Android,Edge,5G,16,48,17,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04199.jpg,1280,600,Rede,Alta,Em andamento,Aplicações,1,-0.588,5,1,-31.601081,-48.860773,Rede
4200,2025-02-19T14:00:00,6894,TI,Belo Horizonte,PR,Notebook,Android,Chrome,5G,14,48,18,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04200.jpg,640,768,Hardware,Crítica,Aberto,Aplicações,1,-0.829,3,3,-31.057587,-50.567905,Hardware
4201,2025-02-19T14:17:00,9453,TI,São Paulo,MG,Desktop,iOS,Firefox,WiFi,39,4,57,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04201.jpg,1024,720,Software,Baixa,Fechado,N2,0,-0.196,6,3,-33.622176,-43.55831,Software
4202,2025-02-19T14:34:00,7883,Operações,Santos,RS,Notebook,Android,Edge,5G,8,8,27,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04202.jpg,640,600,Financeiro,Crítica,Aberto,Infra,0,0.098,5,3,-33.403034,-43.781999,Financeiro
4203,2025-02-19T14:51:00,3561,TI,Campinas,MG,Notebook,Linux,Firefox,Cabo,5,8,21,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_04203.jpg,1280,480,Acesso,Baixa,Fechado,N1,0,0.12,4,3,-23.826155,-52.493114,Acesso
4204,2025-02-19T15:08:00,9534,TI,Curitiba,PR,Desktop,Linux,Edge,4G,12,24,42,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_04204.jpg,800,768,Rede,Alta,Fechado,Aplicações,1,0.414,5,1,-27.878261,-47.412313,Rede
4205,2025-02-19T15:25:00,3565,RH,Belo Horizonte,PR,Notebook,iOS,Safari,4G,26,12,4,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04205.jpg,1280,480,Hardware,Alta,Aberto,N2,0,-0.509,6,2,-24.179606,-45.651584,Hardware
4206,2025-02-19T15:42:00,4663,Operações,Santos,RS,Notebook,Android,Chrome,Cabo,6,8,32,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_04206.jpg,800,720,RH,Crítica,Fechado,Aplicações,1,-0.666,7,2,-31.934982,-47.87025,RH
4207,2025-02-19T15:59:00,9104,Financeiro,Curitiba,MG,Notebook,Android,Edge,5G,37,4,70,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04207.jpg,640,720,Hardware,Crítica,Em andamento,Infra,1,-0.529,6,0,-29.911262,-50.563083,Hardware
4208,2025-02-19T16:16:00,2488,RH,São Paulo,PR,Mobile,Android,Edge,Cabo,31,24,11,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_04208.jpg,1280,768,Financeiro,Alta,Em andamento,N2,0,0.473,4,1,-26.902179,-49.099894,Financeiro
4209,2025-02-19T16:33:00,6429,TI,Belo Horizonte,BA,Notebook,iOS,Firefox,WiFi,8,24,54,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_04209.jpg,800,768,Software,Crítica,Aberto,Infra,1,-0.995,5,0,-25.64043,-45.41444,Software
4210,2025-02-19T16:50:00,4495,Financeiro,Campinas,RS,Desktop,Linux,Firefox,Cabo,32,8,46,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_04210.jpg,1280,600,Acesso,Crítica,Em andamento,N2,1,-0.812,4,0,-24.783113,-46.366918,Acesso
4211,2025-02-19T17:07:00,1045,Financeiro,Santos,MG,Desktop,iOS,Firefox,Cabo,3,4,11,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_04211.jpg,800,768,RH,Crítica,Fechado,N2,1,-0.263,7,2,-32.879422,-47.792469,RH
4212,2025-02-19T17:24:00,5547,TI,Belo Horizonte,MG,Notebook,Windows,Edge,5G,14,48,61,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_04212.jpg,640,480,Financeiro,Média,Aberto,Infra,1,0.599,4,1,-26.975968,-48.611071,Financeiro
4213,2025-02-19T17:41:00,6415,TI,São Paulo,PR,Notebook,Linux,Safari,Cabo,13,48,27,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_04213.jpg,800,720,Financeiro,Crítica,Fechado,Aplicações,0,0.947,7,1,-32.777004,-45.486738,Financeiro
4214,2025-02-19T17:58:00,6752,Financeiro,Campinas,PR,Mobile,Linux,Chrome,5G,19,12,30,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04214.jpg,1280,720,Software,Crítica,Em andamento,N1,1,-0.783,3,0,-32.832309,-50.737265,Software
4215,2025-02-19T18:15:00,9771,RH,São Paulo,SP,Notebook,iOS,Chrome,4G,8,8,58,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_04215.jpg,1024,768,Software,Alta,Aberto,N1,1,0.635,5,3,-30.384642,-48.111137,Software
4216,2025-02-19T18:32:00,7704,RH,Curitiba,SP,Desktop,Android,Edge,4G,14,12,66,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_04216.jpg,1024,768,Software,Baixa,Aberto,N1,1,0.777,5,3,-28.301414,-46.183733,Software
4217,2025-02-19T18:49:00,4029,Financeiro,Campinas,BA,Mobile,Windows,Chrome,Cabo,12,24,21,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04217.jpg,800,600,Financeiro,Média,Fechado,Aplicações,1,-0.024,3,3,-31.599055,-43.484286,Financeiro
4218,2025-02-19T19:06:00,6696,RH,Santos,RJ,Desktop,Android,Chrome,Cabo,37,24,68,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04218.jpg,1280,600,Hardware,Média,Aberto,Infra,0,-0.075,6,0,-27.321969,-48.143656,Hardware
4219,2025-02-19T19:23:00,2654,Operações,Curitiba,PR,Notebook,iOS,Firefox,Cabo,3,8,38,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04219.jpg,1024,720,Acesso,Média,Em andamento,N1,0,0.603,5,3,-29.681057,-53.004318,Acesso
4220,2025-02-19T19:40:00,5310,TI,Campinas,RS,Desktop,Android,Firefox,WiFi,27,48,4,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04220.jpg,800,768,Acesso,Baixa,Fechado,Infra,1,-0.466,5,0,-29.591734,-44.111139,Acesso
4221,2025-02-19T19:57:00,8107,TI,Campinas,RJ,Desktop,Windows,Firefox,Cabo,27,8,9,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_04221.jpg,640,480,Financeiro,Baixa,Aberto,N1,1,-0.678,7,3,-26.874318,-51.402128,Financeiro
4222,2025-02-19T20:14:00,2715,Operações,Campinas,PR,Notebook,iOS,Edge,4G,22,8,70,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04222.jpg,800,720,Software,Baixa,Fechado,N2,1,-0.047,6,3,-26.474745,-43.206847,Software
4223,2025-02-19T20:31:00,9738,Operações,Belo Horizonte,SP,Mobile,Android,Firefox,WiFi,16,24,41,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04223.jpg,800,720,Rede,Crítica,Fechado,N2,0,0.68,3,0,-25.39763,-44.262292,Rede
4224,2025-02-19T20:48:00,8451,Operações,Belo Horizonte,RS,Notebook,Android,Firefox,WiFi,7,12,44,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04224.jpg,1024,720,RH,Alta,Aberto,Aplicações,0,0.638,6,2,-24.193922,-45.078271,RH
4225,2025-02-19T21:05:00,3549,TI,São Paulo,RS,Desktop,Windows,Edge,WiFi,29,8,35,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_04225.jpg,800,480,Financeiro,Baixa,Fechado,N1,0,-0.928,6,3,-26.481798,-44.392061,Financeiro
4226,2025-02-19T21:22:00,5056,RH,Curitiba,RJ,Desktop,iOS,Chrome,4G,2,48,51,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04226.jpg,640,768,RH,Crítica,Aberto,N2,0,0.714,6,1,-32.050842,-49.489692,RH
4227,2025-02-19T21:39:00,9889,TI,Campinas,PR,Desktop,iOS,Safari,5G,15,4,13,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_04227.jpg,1024,480,Rede,Baixa,Aberto,Aplicações,1,-0.271,5,1,-33.553127,-48.41902,Rede
4228,2025-02-19T21:56:00,5211,Operações,Santos,BA,Notebook,Linux,Chrome,4G,28,24,15,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_04228.jpg,800,768,Software,Média,Aberto,Aplicações,0,0.197,6,1,-28.935236,-43.745237,Software
4229,2025-02-19T22:13:00,1855,Financeiro,Curitiba,BA,Notebook,iOS,Firefox,Cabo,3,48,17,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04229.jpg,1024,480,RH,Alta,Fechado,Infra,1,0.159,6,2,-28.42205,-51.068078,RH
4230,2025-02-19T22:30:00,5217,Operações,Curitiba,RS,Desktop,Linux,Chrome,WiFi,30,8,10,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04230.jpg,640,768,RH,Crítica,Aberto,N1,1,-0.173,5,3,-23.762895,-45.780512,RH
4231,2025-02-19T22:47:00,5516,Operações,Belo Horizonte,BA,Mobile,Linux,Safari,4G,30,24,54,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_04231.jpg,1024,480,Software,Média,Aberto,N1,0,0.592,6,2,-33.600622,-46.790735,Software
4232,2025-02-19T23:04:00,6585,RH,Curitiba,BA,Desktop,Android,Firefox,5G,36,4,57,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04232.jpg,640,768,Hardware,Alta,Fechado,N1,0,-0.887,3,3,-30.458722,-50.185876,Hardware
4233,2025-02-19T23:21:00,2111,Operações,Belo Horizonte,PR,Notebook,iOS,Safari,Cabo,19,24,39,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04233.jpg,640,768,Acesso,Alta,Fechado,Aplicações,1,-0.674,6,3,-24.066554,-45.591281,Acesso
4234,2025-02-19T23:38:00,2112,Operações,Santos,RJ,Desktop,Windows,Firefox,Cabo,0,4,56,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04234.jpg,640,720,Software,Baixa,Em andamento,N2,1,-0.321,5,3,-30.394462,-45.192385,Software
4235,2025-02-19T23:55:00,9860,Financeiro,São Paulo,BA,Notebook,iOS,Firefox,Cabo,22,24,24,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_04235.jpg,800,480,Software,Crítica,Aberto,N1,0,-0.099,7,3,-25.416115,-44.920829,Software
4236,2025-02-20T00:12:00,6290,TI,Curitiba,SP,Mobile,iOS,Edge,5G,31,4,52,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04236.jpg,1024,600,Acesso,Média,Em andamento,Infra,0,0.599,6,3,-27.308562,-43.722608,Acesso
4237,2025-02-20T00:29:00,6340,RH,São Paulo,RS,Desktop,iOS,Chrome,5G,29,4,62,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_04237.jpg,1280,600,RH,Baixa,Aberto,N2,0,-0.11,5,1,-25.08831,-51.066764,RH
4238,2025-02-20T00:46:00,4747,Financeiro,Santos,MG,Mobile,Linux,Firefox,4G,0,48,51,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_04238.jpg,800,600,Rede,Média,Fechado,N2,0,-0.131,6,1,-23.35169,-49.311039,Rede
4239,2025-02-20T01:03:00,9410,RH,Santos,SP,Mobile,Linux,Chrome,Cabo,27,4,65,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04239.jpg,640,720,Acesso,Baixa,Aberto,N2,0,0.465,6,3,-30.845581,-46.390902,Acesso
4240,2025-02-20T01:20:00,9686,TI,Curitiba,BA,Mobile,Linux,Edge,4G,10,24,24,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_04240.jpg,1024,480,Rede,Alta,Em andamento,N1,0,0.121,4,2,-24.997863,-44.563283,Rede
4241,2025-02-20T01:37:00,8010,TI,São Paulo,RS,Desktop,Linux,Edge,5G,36,4,1,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04241.jpg,1280,768,Rede,Crítica,Em andamento,Infra,1,0.982,5,3,-25.651305,-51.120561,Rede
4242,2025-02-20T01:54:00,6339,Operações,Curitiba,SP,Notebook,Linux,Safari,WiFi,3,12,55,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04242.jpg,800,768,Rede,Média,Aberto,Aplicações,1,0.096,3,1,-26.922736,-44.08814,Rede
4243,2025-02-20T02:11:00,3039,RH,Campinas,MG,Mobile,Linux,Safari,Cabo,8,8,38,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04243.jpg,800,480,Acesso,Alta,Aberto,N1,1,-0.014,6,3,-23.309516,-46.625138,Acesso
4244,2025-02-20T02:28:00,8097,TI,Belo Horizonte,PR,Desktop,Windows,Chrome,4G,10,8,29,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04244.jpg,1280,600,Financeiro,Média,Aberto,Infra,1,-0.459,6,3,-23.774193,-52.254361,Financeiro
4245,2025-02-20T02:45:00,7126,Financeiro,São Paulo,RS,Mobile,iOS,Safari,4G,31,24,55,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04245.jpg,640,720,Software,Alta,Em andamento,N1,1,-0.674,6,0,-25.296197,-52.915975,Software
4246,2025-02-20T03:02:00,3026,Operações,Campinas,MG,Mobile,iOS,Firefox,5G,15,48,57,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_04246.jpg,800,480,Acesso,Média,Fechado,Infra,0,-0.396,7,2,-23.419994,-49.032478,Acesso
4247,2025-02-20T03:19:00,8656,TI,Campinas,BA,Notebook,Windows,Edge,WiFi,16,4,48,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04247.jpg,1024,480,Rede,Alta,Aberto,Aplicações,0,-0.585,5,2,-33.285914,-45.465003,Rede
4248,2025-02-20T03:36:00,6908,Operações,Belo Horizonte,MG,Notebook,iOS,Firefox,Cabo,25,8,20,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04248.jpg,800,720,Acesso,Média,Fechado,N1,1,-0.755,6,2,-24.788223,-47.180532,Acesso
4249,2025-02-20T03:53:00,5031,Financeiro,Curitiba,RS,Notebook,Windows,Firefox,4G,29,12,40,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04249.jpg,800,768,Acesso,Alta,Fechado,Aplicações,1,-0.081,5,3,-26.795511,-48.580601,Acesso
4250,2025-02-20T04:10:00,4228,Operações,São Paulo,BA,Mobile,Windows,Safari,Cabo,30,24,19,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04250.jpg,1280,480,Software,Crítica,Aberto,N2,1,0.273,6,2,-24.73975,-48.288573,Software
4251,2025-02-20T04:27:00,8950,Operações,Curitiba,MG,Desktop,iOS,Firefox,Cabo,7,12,4,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_04251.jpg,1280,768,Software,Crítica,Fechado,N1,0,-0.148,6,1,-26.488812,-48.781503,Software
4252,2025-02-20T04:44:00,3747,Operações,São Paulo,RS,Desktop,iOS,Chrome,Cabo,1,48,70,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_04252.jpg,1024,600,Software,Baixa,Aberto,Aplicações,1,-0.212,7,1,-31.290332,-44.706402,Software
4253,2025-02-20T05:01:00,4260,TI,Campinas,BA,Notebook,Windows,Safari,4G,31,8,29,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04253.jpg,1280,768,Acesso,Alta,Aberto,N2,0,0.449,3,3,-28.439816,-52.506693,Acesso
4254,2025-02-20T05:18:00,6438,Financeiro,Santos,BA,Notebook,Windows,Edge,5G,24,24,29,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_04254.jpg,640,768,Financeiro,Crítica,Fechado,Aplicações,1,-0.72,6,2,-24.051961,-51.339685,Financeiro
4255,2025-02-20T05:35:00,5552,Operações,Santos,RJ,Desktop,iOS,Edge,5G,30,24,50,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04255.jpg,640,600,Rede,Baixa,Aberto,N2,0,0.713,3,0,-32.643383,-49.949121,Rede
4256,2025-02-20T05:52:00,2507,Financeiro,Campinas,RJ,Notebook,iOS,Firefox,WiFi,24,48,19,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_04256.jpg,640,768,Acesso,Média,Fechado,Infra,1,0.328,4,0,-32.091354,-45.868303,Acesso
4257,2025-02-20T06:09:00,4462,TI,São Paulo,RJ,Notebook,Windows,Firefox,5G,2,8,43,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04257.jpg,1024,600,Financeiro,Alta,Em andamento,Infra,1,0.023,6,0,-24.806163,-52.398276,Financeiro
4258,2025-02-20T06:26:00,5888,RH,Campinas,RS,Mobile,Android,Safari,WiFi,39,24,37,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04258.jpg,1280,768,Acesso,Alta,Aberto,N1,0,0.389,6,2,-29.72566,-51.404671,Acesso
4259,2025-02-20T06:43:00,3963,Financeiro,Santos,RS,Mobile,Windows,Chrome,WiFi,14,4,59,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04259.jpg,1024,720,Acesso,Crítica,Aberto,Infra,0,0.575,3,3,-23.834269,-45.840222,Acesso
4260,2025-02-20T07:00:00,8462,TI,Belo Horizonte,SP,Notebook,Android,Safari,Cabo,13,48,12,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04260.jpg,1024,600,Software,Baixa,Em andamento,Aplicações,0,0.967,5,1,-30.028767,-45.835522,Software
4261,2025-02-20T07:17:00,3424,Financeiro,São Paulo,MG,Mobile,iOS,Safari,Cabo,40,12,70,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_04261.jpg,1024,600,Rede,Alta,Aberto,N2,0,-0.128,6,3,-29.823711,-46.753539,Rede
4262,2025-02-20T07:34:00,9248,TI,Santos,MG,Mobile,Linux,Firefox,4G,21,24,15,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04262.jpg,640,768,RH,Média,Aberto,N2,1,0.46,6,2,-26.736395,-43.539256,RH
4263,2025-02-20T07:51:00,6986,Operações,Santos,BA,Notebook,Android,Safari,WiFi,0,12,56,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04263.jpg,640,768,Software,Média,Aberto,N1,1,0.675,6,3,-28.279551,-49.144502,Software
4264,2025-02-20T08:08:00,7870,Financeiro,Curitiba,RJ,Mobile,iOS,Firefox,WiFi,34,4,17,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_04264.jpg,640,720,Hardware,Alta,Em andamento,N2,1,-0.755,4,1,-25.001101,-46.879002,Hardware
4265,2025-02-20T08:25:00,4014,RH,Campinas,SP,Mobile,Windows,Edge,WiFi,33,12,4,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04265.jpg,1280,480,Acesso,Crítica,Fechado,Infra,0,-0.088,3,3,-30.09416,-52.313465,Acesso
4266,2025-02-20T08:42:00,3089,RH,Curitiba,RS,Mobile,Android,Firefox,Cabo,40,48,56,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04266.jpg,640,600,Hardware,Baixa,Fechado,N1,0,-0.039,5,1,-25.310867,-50.695062,Hardware
4267,2025-02-20T08:59:00,2831,Operações,São Paulo,BA,Notebook,Android,Safari,WiFi,39,8,21,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_04267.jpg,640,768,Financeiro,Crítica,Aberto,N1,1,-0.542,4,3,-26.282441,-52.59572,Financeiro
4268,2025-02-20T09:16:00,1366,Operações,Belo Horizonte,PR,Desktop,Linux,Firefox,4G,11,4,41,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_04268.jpg,1024,600,RH,Alta,Fechado,N1,0,0.635,4,1,-25.172933,-46.479265,RH
4269,2025-02-20T09:33:00,6729,RH,Belo Horizonte,RS,Mobile,Windows,Edge,5G,35,12,56,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04269.jpg,1024,600,Software,Crítica,Aberto,Aplicações,0,-0.497,6,0,-28.5446,-49.521501,Software
4270,2025-02-20T09:50:00,2548,Financeiro,Belo Horizonte,PR,Desktop,Linux,Safari,WiFi,15,48,4,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_04270.jpg,1024,600,RH,Baixa,Em andamento,N2,1,-0.859,5,3,-25.267577,-46.414473,RH
4271,2025-02-20T10:07:00,7372,Financeiro,Belo Horizonte,MG,Mobile,iOS,Safari,Cabo,36,8,39,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04271.jpg,640,768,Software,Baixa,Fechado,N1,1,-0.518,6,3,-23.796594,-44.648047,Software
4272,2025-02-20T10:24:00,9418,RH,Santos,SP,Mobile,iOS,Edge,WiFi,7,12,46,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04272.jpg,800,480,Hardware,Baixa,Aberto,Infra,1,-0.617,5,2,-24.033671,-45.2709,Hardware
4273,2025-02-20T10:41:00,1765,TI,Belo Horizonte,RJ,Mobile,Android,Chrome,4G,2,48,54,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_04273.jpg,1280,480,RH,Crítica,Aberto,N1,1,-0.278,7,2,-26.919283,-45.125944,RH
4274,2025-02-20T10:58:00,6691,TI,Santos,MG,Desktop,Windows,Edge,WiFi,8,4,32,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04274.jpg,1280,600,Financeiro,Baixa,Em andamento,Infra,0,-0.587,3,2,-29.183123,-50.69269,Financeiro
4275,2025-02-20T11:15:00,1046,RH,Santos,MG,Desktop,Android,Edge,Cabo,15,12,32,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_04275.jpg,800,768,RH,Média,Aberto,Infra,1,0.008,5,0,-25.540073,-46.566763,RH
4276,2025-02-20T11:32:00,8098,TI,São Paulo,PR,Desktop,Android,Chrome,WiFi,35,4,43,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_04276.jpg,640,480,Software,Alta,Em andamento,N1,0,0.142,4,1,-32.876608,-46.098436,Software
4277,2025-02-20T11:49:00,2849,TI,Santos,RS,Mobile,Linux,Firefox,Cabo,20,48,46,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04277.jpg,1280,720,Hardware,Alta,Aberto,N2,0,0.946,6,0,-27.16167,-46.7632,Hardware
4278,2025-02-20T12:06:00,3166,Financeiro,Curitiba,RJ,Notebook,Android,Chrome,Cabo,26,24,53,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04278.jpg,640,480,Hardware,Alta,Aberto,Aplicações,0,-0.45,5,2,-24.463339,-44.807196,Hardware
4279,2025-02-20T12:23:00,2544,Operações,Campinas,SP,Notebook,Android,Safari,Cabo,6,12,34,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04279.jpg,640,768,Rede,Média,Em andamento,Aplicações,1,0.817,6,3,-24.186408,-48.589279,Rede
4280,2025-02-20T12:40:00,2919,Financeiro,Campinas,BA,Desktop,Linux,Safari,WiFi,0,24,62,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04280.jpg,1280,720,Software,Crítica,Em andamento,Infra,0,0.627,5,0,-33.186819,-44.847748,Software
4281,2025-02-20T12:57:00,9790,Operações,Campinas,RJ,Notebook,Android,Edge,WiFi,7,48,56,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04281.jpg,1024,480,Software,Alta,Em andamento,Aplicações,0,0.107,6,0,-28.636512,-50.293501,Software
4282,2025-02-20T13:14:00,4699,TI,Campinas,SP,Mobile,Linux,Edge,5G,9,8,11,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_04282.jpg,800,768,Acesso,Baixa,Aberto,Aplicações,1,-0.059,5,1,-26.452895,-46.570619,Acesso
4283,2025-02-20T13:31:00,7622,TI,São Paulo,BA,Mobile,Linux,Chrome,Cabo,14,4,44,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_04283.jpg,1280,480,Financeiro,Crítica,Em andamento,N1,1,0.221,6,1,-28.575836,-51.7095,Financeiro
4284,2025-02-20T13:48:00,9746,RH,Campinas,RS,Mobile,iOS,Edge,4G,27,48,20,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_04284.jpg,800,768,Software,Média,Em andamento,N2,0,-0.742,6,3,-31.456494,-44.43687,Software
4285,2025-02-20T14:05:00,5084,TI,Campinas,PR,Notebook,Linux,Safari,5G,21,4,31,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_04285.jpg,1280,600,Rede,Média,Aberto,N1,0,-0.175,7,0,-28.629699,-51.80444,Rede
4286,2025-02-20T14:22:00,1173,Operações,Campinas,RS,Desktop,Windows,Chrome,WiFi,0,8,60,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04286.jpg,1024,720,Hardware,Baixa,Aberto,Infra,1,0.403,6,2,-23.615645,-46.615338,Hardware
4287,2025-02-20T14:39:00,5042,TI,Curitiba,RJ,Desktop,iOS,Chrome,WiFi,11,48,31,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_04287.jpg,1024,720,Acesso,Baixa,Fechado,N1,1,0.251,5,0,-29.567864,-50.361448,Acesso
4288,2025-02-20T14:56:00,4296,TI,Curitiba,RS,Desktop,Linux,Edge,5G,33,4,11,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04288.jpg,640,600,Hardware,Média,Em andamento,N2,1,-0.918,3,3,-24.797447,-46.778262,Hardware
4289,2025-02-20T15:13:00,1590,RH,São Paulo,MG,Mobile,Linux,Edge,4G,35,24,35,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_04289.jpg,640,768,Software,Crítica,Em andamento,N2,0,-0.875,6,2,-32.002018,-43.774381,Software
4290,2025-02-20T15:30:00,1352,RH,Curitiba,RJ,Notebook,Android,Firefox,4G,31,12,60,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_04290.jpg,1024,720,Software,Média,Em andamento,N1,0,-0.614,3,0,-29.940123,-43.50705,Software
